yourlist:M20180328A7434721E10EE6586998A056CCD0537E55CCE47	Entry
42284	Q9V3F8
51326	A0A087WVX3
51326	A0A087WY76
51326	A8K0M5
51326	I3L1V5
51326	I3L3L1
51326	Q8IVW1
42286	Q9VE08
38586	Q1LZ38
38586	Q9VZ77
820499	Q39218
14957	P43277
14957	Q149Z9
254531	Q643R3
362110	Q641Z4
827446	A0A178UVY8
827446	Q41975
42289	A0A0B4K689
42289	Q9VE06
820491	A0A178VJK3
820491	Q940M4
827442	Q8VYH6
116285	B2RAP4
116285	Q08AH1
832195	A0A178UDQ4
832195	O65282
140593	Q8R4T2
832196	F4K5M5
832196	P93022
55576	Q8WWQ8
56140	Q9Y5H6
51654	A0A0S2Z592
51654	A0A0S2Z5J9
51654	Q53H36
51654	Q96SZ6
834097	Q9FLN4
10664	P49711
13488	Q61616
10666	J3QR77
10666	Q15762
32753	Q9VX24
10660	P52954
10661	Q13351
13481	Q545R7
13481	Q9Z324
51652	Q9Y3E7
13483	E9PWX1
13483	Q3TY19
13483	Q5U4C2
13483	Q80VM5
13483	Q9Z218
13482	P28843
13482	Q3TR43
10668	Q99675
13486	Q91WV0
820149	A0A178V665
820149	A0A1I9LP95
820149	Q9SF92
51650	A4D1T3
51650	Q3KRB4
51650	Q9Y291
2541902	O14001
820140	Q9SF85
51651	J3KQ48
51651	Q9Y3E5
820144	A0A178VEM1
820144	Q6IDB3
820146	A0A178VQB1
820146	O04376
834437	Q9FFH5
179171	O61967
5161	P29803
379215	A0A1L8HM97
379215	P70094
547990	A0A0R0H7R6
547990	I1M3M0
547990	Q96453
179177	Q9N2U6
175459	G5EED9
20681	Q04886
20681	Q543C3
175457	Q21453
175457	Q5CZ47
20683	G3X8Q0
20683	O89090
175455	Q27389
20684	E9Q4Y0
20684	O35892
20684	Q3U876
20684	Q3UKD8
20684	Q6NTA3
20684	Q8BNW8
20684	Q8C405
20687	O70494
175451	Q09497
10592	A0A024R158
10592	A8K984
10592	B3KMB1
10592	B7ZLZ7
10592	O95347
10592	Q05BV1
10592	Q05D74
10592	Q6IPS5
10592	Q7Z2X1
10590	O76038
10591	O43598
10594	Q6P2Q9
10595	A5YM46
10595	A5YM65
10595	E7ETG2
10595	Q76MJ5
84940	B3KRY9
84940	B3KSZ9
84940	Q6QEF8
10598	G3V438
10598	O95433
55578	A0A024RDW2
55578	A8K8L1
55578	Q8NEM7
494760	Q63ZP8
56006	A0A024R0Q0
56006	Q9H0W8
4258	Q99735
306439	A0A1B0GWN8
306439	Q812E9
176817	Q9XUS2
176816	Q9XUS3
176816	V6CLF7
176816	V6CLJ6
176815	Q9XUS9
176814	Q69Z13
176814	Q86D12
176814	Q8WQE5
176814	Q9XUS4
176814	Q9XUS5
176814	Q9XUS6
176813	Q9XUT0
840476	A0A178WGZ8
840476	Q9SYT0
20355	Q9Z123
826799	Q8VZS9
20351	Q62178
837391	A0A178W198
837391	O64668
837391	Q0V7S4
830841	A0A178UEW4
830841	P53492
830840	A0A178UA46
830840	Q9LXE3
830843	A0A178UCW4
830843	Q9FIC3
826791	Q9T053
826796	B3H4R6
826796	F4JPT7
826796	Q8GY82
837392	A0A178WE03
837392	Q9CAZ0
5163	B7Z7N6
5163	Q15118
826795	A0A1P8B7Y6
826795	Q38838
398529	A0A1L8F7P0
398529	Q6NTY7
837393	A0A1P8AUW3
837393	Q9FPR3
824862	A0A178VEI5
824862	F4J0V0
824862	Q9M1K3
824863	Q9M1K2
56001	Q9GZY0
284161	Q8N9F7
824865	Q9M1K0
835546	A0A178UJY3
835546	Q9FIU6
828378	A0A178UU74
828378	O49660
44505	D8FT05
44505	E1JJB2
44505	M9MSM6
44505	Q01295
44505	Q24206
44505	Q8IRX4
44505	Q9W572
828371	A0A178UWM3
828371	Q5XEN5
828377	Q8LJW1
828374	Q1EC69
830900	A0A178USM6
830900	F4KGU2
830900	P51430
826427	Q9LD40
826420	A0A1P8B4T9
826420	A0A1P8B4U7
826420	A0A1P8B4V7
826420	Q681I0
26279	A0A087WZT4
26279	Q9UNK4
179795	P90731
179794	G5ED24
179794	Q18420
179796	P90735
179791	Q1HB02
237436	A0A0R4J1A6
237436	Q3TPC3
237436	Q3UWW6
2540738	Q9P7R4
30549	B3DHR1
30549	P48802
29533	Q07066
2540730	Q9UUD1
2540731	O60135
2540732	Q6E434
2540733	Q9USS9
2540734	O42957
2540735	O94687
2540736	O60166
2540737	Q10287
827774	O65440
838540	A0A178WK40
838540	Q93WK6
178229	A0A061AJ27
178229	Q9XU67
5166	A4D1H4
5166	Q16654
172891	Q8WQ99
178221	O02325
178221	Q2EEM4
1349	P24311
172890	Q8STE5
172890	V5Z1T2
1340	P14854
134430	Q8NI36
1345	A0A024R9B7
1345	P09669
621893	Q64522
145773	Q8TBF8
34840	O18336
34840	Q86BK8
5167	P22413
59287	P57716
59286	A0A024R7B0
59286	Q9BZL1
50754	D3YUA5
50754	D3YUA8
50754	Q8VBV4
830666	Q93XY2
50757	Q4FZL9
50757	Q8C2Y5
92106	C9JLB7
92106	Q96HP4
92105	Q96HW7
92104	Q86WT1
50758	Q9QZN1
174419	G5EDW2
66624	A0A140LHR3
66624	Q9CYN2
180149	H9G332
180149	O45526
66629	Q9CRA5
174410	P52879
110842	Q99LC5
174416	Q22306
8372	A0A024R2Y7
8372	O43820
8379	Q9Y6D9
829954	A0A178V3X8
829954	Q02971
36278	A0A0B4LEU5
36278	A1Z8R2
36278	Q961B8
829950	A0A178UVY5
829950	A0A1P8B617
829950	A0A1P8B618
829950	A0A1P8B622
829950	Q29PR0
829950	Q9SZJ6
216831	Q5SSM3
389136	A8MV65
83561	Q99MV1
2541067	O74818
2538849	O74884
2541065	O43043
361321	Q2TBJ5
2541062	Q9HEQ9
2541061	O94693
2541060	O60060
350383	Q7Z601
192349	P58821
192348	Q8R511
2541068	O59746
266885	Q8MNT1
217127	Q1AJD0
217127	Q3TD41
217127	Q3UGF2
217127	Q3UGU8
217127	Q5SVQ0
217124	Q6R891
23262	A0A087WZV0
23262	B4DGV1
23262	O43314
830663	A0A178UB51
830663	Q9SPG5
363084	Q4JL29
151112	Q8NEG5
318627	A0A0B4KGI4
318627	Q8IN59
56222	A2A7E7
56222	Q9WUL8
318625	Q8IMG8
318622	Q8IN25
85378	Q96RT7
23261	Q9Y6Y1
55287	B4DXI0
55287	Q8WWA1
26353	Q9UJY1
26355	Q96A26
26355	Q9H2P1
26354	Q9BVP2
26356	Q3ULE3
26356	Q9QXV3
26358	B2RTL5
26358	O35945
2538842	O94582
57149	A0A024R3C2
57149	O43325
32501	Q9VXS4
51086	Q59H18
51085	Q9NP71
32502	Q9VXS3
32505	D5A7R5
32505	Q9VXR8
32504	Q9VXR9
32507	Q9VXR6
32506	Q8IR29
32506	Q8SX37
32509	Q9VXR4
32509	X2JC09
32509	X2JDX7
32509	X2JKH0
32508	Q9VXR5
23269	B9EGR5
23269	Q8IWI9
55709	A0A075B6T4
55709	Q9NVX7
51088	Q59HD9
51088	Q7Z6D5
51088	Q96PQ7
3628	P49441
3628	Q6IBG4
2542602	Q9P7P6
2542603	P0CT62
2542603	P0CT63
3621	A0A0C4DFW2
3621	Q9UK53
3620	P14902
3623	P05111
3622	B2RA15
3622	Q9H160
3625	P09529
3624	A4D1W7
3624	P08476
3627	A0A024RDA4
3627	P02778
2542609	O14104
282318	P61287
282319	Q28147
246507	Q8MKK1
57703	Q9HCG8
57700	Q5W0V3
57701	Q9HCH0
57706	Q8TEH3
57706	Q9HCG4
57707	A8K5C2
57707	Q6P9B6
57704	Q9HCG7
57705	Q6ZS81
57708	Q8N108
57709	Q8TBB6
256586	Q8IV50
116653	P52481
824314	A0A178VAN5
824314	Q9SCZ8
116657	P84087
116655	F1LV13
116655	F1M3D3
116655	Q62826
116654	Q62824
92241	B7ZKW8
92241	Q6JBY9
116659	D3ZU74
116659	G3V9V3
116659	Q6AZ35
227325	Q8JZM4
102866	B1AX58
102866	Q3UJG9
102866	Q3UKB1
102866	Q99K51
811370	Q8I592
3772383	Q9W411
830747	A0A178UC47
830747	Q9FNP0
824311	A0A1I9LP22
824311	A0A1I9LP23
824311	Q84W41
838966	Q9ZUD8
643376	B2RXH4
820670	Q9LRR4
113026	Q8N3E9
120071	B3KP69
120071	E9PIZ2
120071	Q8N3Y3
24849	P48500
820135	A0A178VJI4
820135	F4J1B3
820135	Q9S752
35877	A0A0B4LEY1
35877	A0A0B4LEZ1
35877	A1Z7J6
35877	A1Z7J7
810857	Q8II64
810850	Q8II71
24842	P10361
24840	B3LF38
24840	P11101
192270	Q6IMX4
199692	Q7L945
816928	A0A178VWX8
816928	A0A1P8B246
816928	Q0WVM4
817499	A0A178VX53
817499	Q9ZW31
817498	Q9ZW30
398662	A0A1L8GP11
398662	P22845
728358	P59665
817497	Q9ZW29
246294	A0A0G2JUB3
246294	Q8R5M4
817491	Q9ZW24
817490	Q6DBM8
444278	Q6GNS6
2538732	Q9P3U6
417158	P32429
36183	A1Z8G7
819314	A0A178VT74
819314	A0A1P8AYF4
819314	A0A1P8AYG2
819314	A0A1P8AYL3
819314	O80725
820137	A0A178VJQ5
820137	Q39256
218236	Q6A0A9
294568	Q5BJU7
293719	Q499N6
2872670	Q5B3L1
99045	Q80ZS3
2538734	P15567
819311	A0A178VNL3
819311	A0A1P8AXC9
819311	A0A1P8AXH8
819311	Q8L5W8
9652	Q6PGP7
9653	Q7LGA3
9650	A0A024R7W1
9650	B4E3G8
9650	Q15390
36999	A0A0B4KFU5
36999	Q9V853
9656	A0A1U9XBC1
9656	A1Z5I9
9656	Q14676
9657	Q15051
9654	A0A024R424
9654	Q14679
9655	O75159
36992	Q7KY04
36993	A0A0B4LFK8
36993	A1ZAW0
36990	Q7K4D1
36991	Q500Y7
36996	A1ZAW3
4952	Q01968
4952	Q504W7
37021	A1ZAY8
37022	A1ZAY9
37025	Q7K4I4
37027	Q0IGU7
37029	A0A0B4LFR4
37029	Q7K110
37028	B5RIN5
37028	Q7KML2
187516	Q21626
187515	Q21621
2539231	O14057
817788	A0A178VR11
817788	Q9ZV57
841465	A0A178W1U5
841465	A8MS34
841465	Q0WU95
841465	Q9LDU6
841464	A0A178WJ79
841464	Q9LPR8
841468	A0A1P8ASN0
841468	A0A1P8ASQ8
841468	Q9LPS1
817665	A0A178VXU0
817665	O82275
811123	Q8I5X5
32841	M9PHI2
32841	Q8IQX8
32841	Q9VWT1
113970	O88382
380397	O57468
811120	Q8I5X8
40870	Q9VI82
226747	Q8CJF7
388389	Q8IW40
44390	Q9VQ29
811124	Q8I5X4
67239	G3X926
67239	Q9JJ80
811432	Q8I531
811435	Q8I528
811437	Q8I526
3885858	C6KT64
811438	Q8I525
398119	B7ZP67
398119	P30309
67235	Q9Z1D9
432254	A0A1L8FZU1
432254	Q6INS3
342527	Q2TAL5
851569	P40317
851568	P41910
851567	P25301
851566	Q03446
851565	P41920
851564	P32356
851563	Q03441
851562	Q03435
851561	Q12158
851560	Q12165
220965	A8K181
220965	B4DSU7
220965	B7Z2K3
220965	Q8NE31
12176	O55003
819234	A0A178VTN1
819234	O82343
3885968	C6KT44
3885969	C6KT45
220963	Q7RTY1
3364	A4D2F2
3364	O60921
6418592	B0M0M9
3362	P50406
3363	P34969
30273	Q90274
4957	A0A024R8A4
4957	A0A024R8A5
4957	B3KSD5
4957	B4DUU0
4957	B4DX03
4957	B4DX85
4957	Q5BJF6
837853	A0A178WCP4
837853	Q9LPV4
2542837	Q9P7B7
76044	Q3UT55
76044	Q3UU24
76044	Q6DFV1
380279	A0A1L8GH76
380279	Q7ZTM9
4277	A0A0G2JHB5
4277	B4DUT9
4277	B7Z8M1
4277	F5H7Q8
4277	Q29980
4277	X6R344
361071	F1LM47
448834	Q5T749
855400	P32452
586	A0A024RAV0
586	P54687
6779	P02808
132299	Q56VL3
97827	Q8VEG4
72293	Q8VE28
170768	A0A0A6YY64
170768	A2AUP1
170768	A2AUP5
170768	A7UAK4
170768	A7UAK5
170768	A7UAK8
170768	Q3U3S6
170768	Q7TS91
170768	Q8BVM1
66530	Q99PL6
2540564	O59739
170762	Q6ZQ45
170762	Q8BUA6
170762	Q99P88
170761	A0A0R4J0D4
170761	Q99MJ6
170760	A0A0R4J079
170760	Q6P9T6
170760	Q8BMP6
170767	Q8VCG9
2540567	O74341
91319	Q96Q80
79248	Q9ESR9
143570	Q6P2D8
143570	Q8TEH2
131920	Q6UWW9
2540566	O94497
835393	O65717
837859	A0A178W345
837859	Q9SAD7
3643337	A0A1D8PFU3
59344	Q9BYJ1
2871788	A0A1U8QIU6
2871788	Q5B1T2
80219	B8ZZV9
80219	B8ZZX2
80219	Q9H8M1
225215	Q5EBK7
225215	Q99L28
2540560	O74805
35319	Q9VIL6
825226	Q9M205
825221	A0A178VP45
825221	A0A1I9LRV7
825221	Q9M209
338058	P84080
35311	Q9VIM5
35311	X2JAI2
855408	P42846
338055	A0A140T886
338055	P53620
35312	M9NEV1
35312	Q9VIM4
35315	Q9I7L8
35314	B7YZX9
35314	M9PD98
35314	Q9VIM1
35316	Q9VIM0
23181	Q14689
23181	Q96NX2
23180	Q14699
23180	Q8N5I0
23187	A0A024R3F4
23187	A0A024R3H6
23187	Q6ZUD6
23187	Q86UU1
23187	Q8NC75
23186	Q9UKL0
23185	Q92615
23184	Q14696
188632	P41845
188633	P41849
23189	Q14678
812162	Q8IKM4
185205	Q19964
272359	Q8R3Y8
92745	A0A024QYY0
92745	Q8WUX1
837373	A0A178WE55
837373	A0A1P8APG4
837373	F4HU71
837373	Q9LPD2
181917	P34264
25923	B4DXC4
25923	F5H6I7
25923	Q6DD88
25921	A0A024R546
25921	Q9C0B5
25920	Q8WX92
25927	Q96F85
25926	Q9H8H0
25925	J3KTI4
25925	Q8IYZ2
25925	Q96K83
25924	Q8NFW9
25929	B7ZLC9
25929	Q58EZ8
25929	Q8TEQ6
25928	A4D125
25928	Q6X4U4
816840	A0A1P8AY82
816840	Q8GXH4
180359	A0A0K3AXG6
180359	G5EGD2
397870	Q2TAV8
837773	A0A178W1K3
837773	A0A1P8AVR0
837773	Q9FWW9
180357	Q17381
72433	Q5FW76
72433	Q8QZZ8
23451	B4DGZ4
23451	O75533
23450	A8K6V3
23450	Q15393
23452	A0A024R868
23452	Q9UKU9
228359	A2AH25
228359	Q5FWK3
228359	Q8BQW4
23457	A0A024RBU1
23457	Q9NP78
23456	Q9NRK6
101266456	K4AZH3
76959	Q9D7S9
326148	Q95T98
326146	Q9VBX4
326144	Q9VH24
3783	O15554
326142	Q8T0D1
821251	A0A178VH73
821251	Q8GXW1
326140	Q95SR0
326141	Q9VHQ0
397111	Q07287
397112	P47787
8798	B4E1A4
8798	D3JEN2
8798	Q9NR20
852149	P39932
73526	Q9D9F7
852144	Q04430
852145	Q04431
852146	Q04432
852147	Q04433
852141	Q04429
177236	Q94261
177237	H2KZL6
177237	Q8MPU1
96626	P0CW19
96626	P0CW20
821198	A0A178VDB2
821198	C0LGM6
821198	Q9M8T0
853238	P40893
171964	G5EDA3
171965	P91427
853235	P0CW40
853235	P0CW41
171968	P91430
853236	P40885
853231	P40889
853230	P39533
853233	P40890
853232	P0CE88
853232	P0CE89
6125	A2RUM7
6125	P46777
6124	P36578
85253	Q01177
6121	Q16518
6120	C9IZU8
6120	C9J9T0
6120	Q96AT9
6123	Q92901
6122	B3KS36
6122	P39023
6122	Q96QL0
6129	A8MUD9
6129	P18124
6128	A0A024RBK3
6128	Q02878
6128	Q8TBK5
29209	P51868
855699	P53965
855698	P53964
855695	P53962
855697	P53963
855691	P28834
855690	P53961
855692	P53615
839079	A0A178W837
839079	Q9FYK0
839073	Q9FYK5
841617	F4IB75
839077	A0A178WGG2
839077	Q39266
839077	Q541V6
386612	Q5U4D9
181007	Q9GPA0
181004	Q21307
181002	Q21305
181002	Q8IG08
121227	C9K080
121227	Q6UXM1
80210	A0A024R486
80210	Q7Z3E5
396396	A0A1D5PXS9
396396	P41239
182262	Q17659
173449	O02108
173449	Q336L8
20810	Q543H0
20810	Q64674
173440	G5ECL3
173444	A0A0M7RDQ3
173444	A0A0M7RF51
77605	B2RVP5
77605	Q3THW5
77605	Q8R029
440563	B2RXH8
21771	Q8R2N2
817824	F4ITT3
817824	Q0WVA1
817825	O48852
817827	O48850
817820	A0A178VXZ1
817820	O80897
55179	Q9NVQ4
817828	O48849
837683	A0A1P8AMR1
837683	A0A1P8AMR8
837683	A0A1P8AMT2
837683	Q9LPZ3
42919	P17644
42918	A0A0B4KGU3
42918	A0A0B4KHE6
42918	P09478
55423	Q9P1W8
42915	E2QCY8
42915	Q9VC77
42911	Q9VC81
42913	Q9VC79
42912	Q9VC80
2539627	P30261
2539624	O42890
2539625	P78917
75607	E9QM73
75607	E9QMI8
75607	E9QMI9
75607	Q3UH66
2539623	O42915
75608	Q9D8B3
2539628	O94369
184988	Q19823
837680	A0A178W9F1
837680	Q8LFV5
138639	A0A087WTF0
138639	A2A3K4
138639	A8K0X7
80213	B4DLL2
80213	E7EPS7
80213	H0YNS4
80213	Q9BRN9
184980	O18686
38400	Q9VZS1
184984	Q9XV56
38407	M9PEG6
38407	Q7K3K5
38404	M9ND35
38404	M9NEZ6
38404	M9NFK8
38404	Q9VZR7
856349	P38734
856342	P38728
856343	P38729
856341	P38727
856346	P38732
856347	P03874
362759	B2GUW4
856345	P38731
854274	Q99188
854275	Q12166
854276	Q12271
854277	Q12415
854270	P46964
854271	Q12057
854272	Q08504
854273	Q12241
71382	Q5BL07
854278	Q99210
854279	Q12453
837589	Q9XIK4
838160	Q3EDB5
176320	Q03570
31967	Q9W2V7
33001	M9NFG3
33001	Q9VWB9
838083	A0A178WNL0
838083	A0A1P8AVA4
838083	Q8L731
70381	Q80VP0
172319	Q8IG69
33000	M9NES5
33000	Q2MGL2
33000	Q9VWC0
33000	Q9VWC2
826790	A0A1P8B8B3
826790	Q9T052
172310	Q8T8N8
172310	Q9BIC3
172310	Q9GYT0
8974	O15460
8974	Q05DA4
172312	Q86NJ9
172312	Q86NK0
172312	Q86NK1
172312	Q8MNW1
172312	Q8T8N7
172312	Q9BIC2
172312	Q9GYS7
172313	O01692
812887	Q8I490
54926	Q712K3
36039	F9W320
36039	P06602
36038	Q7JRI4
36038	Q7JZ37
54925	Q9NX65
36031	Q7JWF1
36030	P10552
36032	A0A0B4KEP4
36032	A0A0B4KFI1
36032	H9ZYP5
36032	P40791
36035	A1Z823
36034	Q4QQ01
36037	A0A0B4LF26
36037	Q7K550
33209	Q9VPP2
33208	Q06453
14389	Q3ZB57
14389	Q3ZB59
14388	A0A1B0GS41
14388	Q505A4
14388	Q9QYY0
84661	B4DIS3
84661	Q9C005
84662	B3KTH4
84662	Q9BZE0
33201	M9PBM1
33201	Q94535
285521	B7ZL88
285521	Q8N8Q8
33203	M9PAY7
33203	Q7KTZ2
33202	Q9VPN5
84669	Q8NFA0
33204	P25455
33207	Q9VPP0
33206	Q9VPN8
824702	A0A178VGP2
824702	Q9M2U2
379355	A0A1L8HWH1
379355	Q01978
80217	Q8NDM7
39757	Q9VUX9
39756	Q9VUX8
39751	Q9VUX3
39750	M9PI73
39750	Q9VUX2
39753	M9PI74
39753	Q24306
39759	Q8IQN2
39759	Q9VUY1
39758	M9PFT8
39758	Q9VUY0
841095	A0A1P8AV67
841095	A0A1P8AV75
841095	F4HRC9
841095	F4HRD0
841095	Q9M7Q4
44079	Q9VY19
44071	Q9VLT3
44072	A4V4A5
44072	Q9VZ23
314621	A0A0H2UI02
812950	Q8I0W8
311567	Q5YB86
728577	Q96NU0
70925	A0A1I7Q4A1
70925	Q8BI72
41758	Q9VFJ1
39198	A8JNQ4
39198	A8JNQ5
39198	M9ND74
39198	M9NFQ7
39198	M9PF74
39198	Q7YU08
39198	Q9VT98
39198	Q9VT99
12978	P09581
12978	Q0P635
12978	Q3UKC6
12978	Q6NXV8
12974	Q9CZU6
154141	Q6ZNC8
41756	A0A0B4KG52
41756	Q9VFJ3
41757	Q9VFJ2
12971	O54983
12971	Q3UPX0
174257	G5EGN7
174256	Q17695
174255	Q17694
7082	A9CQZ8
7082	B4DZK4
7082	G3V1L9
7082	G5E9E7
7082	Q07157
7082	Q6MZU1
7084	A4IF54
7084	A5PLM0
7084	B4DIW4
7084	B4E0Z4
7084	O00142
7084	Q8IZR3
7087	Q8N6I2
7087	Q9UMF0
7086	A0A0B4J1R6
7086	P29401
7086	V9HWD9
7089	K7EMK7
7089	Q04725
7088	B4DEF9
7088	Q04724
7088	Q59EF7
174259	Q17698
388228	Q52WX2
184221	G5EE90
827661	A0A178UZT9
827661	Q8LPJ4
827969	A0A1P8B7U8
827969	Q9ZQZ7
8170	Q15849
76561	F8WI30
76561	Q5M8N3
8174	Q13477
8175	Q05DF2
8175	Q15428
361084	A0A0G2K174
361084	Q6JBI7
8178	P55199
8178	U3KQ90
222546	Q8HWS3
76568	Q9DB07
283209	Q6PCE3
283208	Q7Z4N8
6949	B4DRA2
6949	E7ETY2
6949	Q13428
6948	P20062
378529	Q91562
54828	K7ESE9
54828	Q05D99
54828	Q9H6U6
26927	O88470
26927	Q2TVT7
6943	O43680
6942	Q9UGU0
6942	W5ZR30
6941	A0A1U9X8M7
6941	Q9Y242
6940	O60765
6940	V9HWI2
6947	P20061
6945	Q9UH92
6944	Q15906
171159	G3V6S9
171159	Q8R515
242570	Q7TPD6
217325	J3QJU5
217325	Q3TJ91
217325	Q8BVC8
2768722	A1Z6S4
89872	Q96PS8
379825	A0A1L8F3K2
379825	Q8AVP6
379826	Q8AVI3
379820	Q6PHW7
100359583	P06302
66455	Q8BQ47
379829	Q8AVV3
811376	Q8I586
40404	A0A1B2AK17
40404	Q9VP04
40406	Q9VP02
811372	Q8I590
833782	Q9LS19
40403	H8F4P0
40403	M9PII7
40403	Q9VP05
40402	Q9VP06
40409	Q9VNZ9
40408	Q9VP00
811379	Q8I583
126208	Q6DD87
398012	Q9PU13
838653	Q9LE38
818967	Q8L3P4
47757	Q9XZ68
28977	A0A024RBG3
28977	Q9Y6G3
28976	Q9H845
28974	Q9UNZ5
28973	B0S7P4
28973	Q9Y676
28972	Q9Y6A9
28972	X6R2S6
28971	E9PLK9
28971	E9PNP3
28971	K4DI89
28971	Q9H7C9
28970	A0A024R396
28970	A0A024R3B0
28970	A0A087WT99
28970	A8K718
28970	Q9H0W9
819614	A0A178VKQ4
819614	Q9ZTP3
817951	Q84VG7
261729	B3KS24
261729	Q6YPB2
261729	Q8NFT2
500233	A0A0G2JYR1
261726	O75663
819619	A0A1I9LM90
819619	Q9SR13
174924	Q9U2D9
174927	O45444
174926	O45440
174926	O45441
69956	Q14C51
69957	Q3TI84
69957	Q8R349
843714	A0A178WM34
843714	Q9C9T3
55701	Q8TER5
842904	A0A1P8AMH6
842904	Q9SRZ7
43279	Q9VB61
43278	Q9VB62
135154	Q5VUM1
43273	Q9VB68
101437	D3Z4E3
101437	Q8BZS9
43270	Q9VB71
43277	A0A0B4LHR2
43277	A0A0B4LHR8
43277	A0A126GV26
43277	Q8IMP0
43277	Q8IMP1
43277	Q8IMP2
43276	Q9VB64
43275	A0A0B4LIS1
43275	P18168
835365	Q9FLX3
19159	G5E8Q4
19159	O08967
19159	Q3TXK1
19158	P63034
19158	Q99KH2
12961	P62696
835360	Q0WKX3
835360	Q9FLX8
830782	A0A178UCZ7
830782	F4KCI3
830782	F4KCI5
830782	Q94AQ6
830783	A0A178UFH2
830783	F4KCI8
830783	F4KCI9
830783	Q9FY90
19157	Q3TZ02
19157	Q570Y7
19157	Q8K3E8
19157	Q9QX11
19156	B2RUD7
19156	E9PZ00
19156	Q3TWM9
19156	Q3TXJ0
19156	Q3UAS4
19156	Q3UE29
19156	Q3UFE8
19156	Q61207
19156	Q8BFQ1
340307	Q86UF2
830784	A0A178U7G3
830784	A0A1P8BFY1
830784	A0A1P8BG06
830784	B3H688
830784	O65154
830784	Q0WS63
830785	Q9FY89
397256	Q9TV63
94201	P35426
283600	A0A024R6H7
283600	Q6Q0C1
816774	A0A178VPE5
816774	Q944J0
43180	A0A0B4K7K6
43180	Q9VBG6
43183	A4V3G1
43183	C8VV14
43183	F3YDE2
43183	P07764
43185	Q9VBF9
55703	Q7Z3R8
55703	Q9NW08
210933	Q6ZQ96
210933	Q80ZF8
210933	Q8BJ13
210933	Q8K0A3
43186	Q86P18
43186	Q9VBF7
43189	Q9VBF5
60352	Q63538
60355	Q9QUL6
2539079	Q76PD2
828510	A0A178V4P7
828510	A0A1P8B4A5
828510	A0A1P8B4B2
828510	A0A1P8B4B7
828510	Q8RWU9
828511	A0A178USN3
828511	O22980
838063	A0A1P8AUX7
838063	P34893
2538893	O74864
838060	A0A178W9B3
838060	Q39132
838064	A0A178W5F9
838064	F4HXX2
838064	Q8GWE3
835098	A0A178UGS1
835098	Q93ZR1
424059	Q5ZL72
154075	Q8N6K7
839331	A0A178WFK4
839331	Q9C5I0
839332	A0A178W5Z7
839332	Q9ZVN9
839335	A0A178W9Q7
839335	Q4VCM1
587	B3KSI3
587	O15382
346606	Q86VF5
2538917	O94544
2538916	O74461
2538915	Q9UUA0
2538913	O74874
2538912	O74440
2538911	O94584
2538910	O59781
582	Q8NFJ9
2539070	Q8TF80
498736	P85108
842041	Q94EG9
842043	Q42588
80758	A0A024R7R8
80758	Q8TB68
80755	Q9BTE6
80754	Q62835
40600	Q9I7P3
80750	Q5EBQ4
80750	Q6A037
42588	Q8MS27
46008	A0A0C4DHG2
46008	A0A0C4DHG6
46008	Q07171
200895	Q86XF0
42581	Q9VD63
42586	Q9VD58
42587	A0A0B4KGN2
42587	A0A0B4KHL7
42587	P91928
42585	Q9VD59
821179	A0A178VQ30
821179	A0A1I9LMP4
821179	Q8LE94
821176	Q8W4K3
64294	Q91VK4
821174	A0A178VDN6
821174	Q9M8T6
64292	Q8BNP8
64292	Q9JM51
64290	Q64732
821170	Q9SRV1
7867	A0A024R2W7
7867	Q16644
7866	Q12894
7862	P55201
81775	P05765
2541210	O94291
191516	Q23389
7869	A0A0C4DGV8
7869	B4DEK9
7869	Q13214
7869	Q6PI51
16818	E9Q696
16818	P06240
42632	Q8IN05
42632	Q9VD13
42633	Q95WY3
42634	A0A0B4KGK3
42634	Q95RA8
42636	A0A0B4KH58
42636	Q9VD08
42637	Q9VD07
42638	Q9VD04
42638	Q9VD05
821577	P49077
5722394	A8J524
841259	A0A178W9X2
841259	A0A1P8ARU1
841259	F4HYE7
5726203	A8JE04
821576	A0A178V976
821576	Q9LTR2
831124	B9DGV8
831124	Q1ECD3
831124	Q9LXV5
831127	A0A178UMY0
831127	Q9LXV2
831126	A0A178UA33
831126	B3H4S6
831126	Q9LXV3
81772	P29314
831123	A0A178UIX4
831123	F4K0Z2
831123	Q38873
831122	A0A178US34
831122	Q94CJ5
187178	Q21372
12122	P70444
12125	O54918
12125	Q3TR86
12125	Q3U7X3
12125	Q542N5
12125	Q6PEB3
831128	A0A178UD58
831128	Q9LXV1
53607	Q62189
841660	A0A178WA27
841660	B9DG94
841660	Q43292
53605	E9PW66
53605	P28656
321007	Q3U213
10413	A0A024R3E4
10413	K0KVU2
10413	P46937
10413	Q86T74
10412	A0A0A0MQZ6
10412	O95478
10412	Q5J7U2
10411	O95398
10411	Q99777
841666	A0A1P8AV73
841666	F4ICX0
841666	Q9C827
841668	Q9C829
90007	Q504T8
2655128	Q8IBQ0
10419	B4DV00
10419	O14744
53608	A0A0A0MQ82
50350	Q9VX52
9328	H7BY84
9328	Q9Y5Q8
9329	B3KNH2
9329	Q9UKN8
9322	Q15642
9322	W4VSQ9
9320	Q14669
9321	Q15643
9326	A0A024R0X8
9326	Q15649
9324	A0A087WZE9
9324	Q15651
9325	Q15650
8941	Q13319
8940	A0A024R1C2
8940	A8K4N2
8940	O95985
