Proteome ID,Organism,Organism ID,Protein count
UP000092673,Bacillus sp. FJAT-27986,1743146,3515
UP000070149,Candidatus Thorarchaeota archaeon SMTZ1-45,1706444,3208
UP000183443,bacterium CG1_02_42_9,1805399,670
UP000054783,Trichinella patagoniensis,990121,18337
UP000054099,Fictibacillus enclensis,1017270,4409
UP000053467,candidate division TA06 bacterium 34_109,1635277,2013
UP000051992,Weissella viridescens (Lactobacillus viridescens),1629,1462
UP000051685,Anaerolineae bacterium SM23_ 63,1703387,3369
UP000050670,Mesorhizobium sp. LC103,1120658,5559
UP000002112,Thermus thermophilus phage IN93,1714273,39
UP000035720,Tetrasphaera jenkinsii Ben 74,1193518,3715
UP000034819,Mycobacterium elephantis,81858,4865
UP000034674,Candidatus Peregrinibacteria bacterium GW2011_GWF2_43_17,1619068,1132
UP000034344,Candidatus Roizmanbacteria bacterium GW2011_GWA2_36_23,1618480,552
UP000034090,Candidatus Woesebacteria bacterium GW2011_GWB1_43_14,1618578,921
UP000033821,Parcubacteria group bacterium GW2011_GWA2_42_11,1618819,545
UP000109192,Human adenovirus 52,332179,36
UP000076512,Nocardia terpenica,455432,8083
UP000176336,Candidatus Daviesbacteria bacterium RIFCSPHIGHO2_01_FULL_41_23,1797764,859
UP000177051,Candidatus Bathyarchaeota archaeon RBG_13_60_20,1797380,1254
UP000029320,Pseudogymnoascus sp. VKM F-3557,1437433,9480
UP000176779,Actinobacteria bacterium RBG_16_68_21,1797204,1934
UP000054457,Microbulbifer sp. ZGT114,1685377,3054
UP000053119,Egretta garzetta (little egret),188379,13489
UP000030043,Synechococcus phage S-CBP4,754059,46
UP000178590,Candidatus Peribacteria bacterium RIFOXYD2_FULL_58_15,1801943,1127
UP000008631,Isosphaera pallida (strain ATCC 43644 / DSM 9630 / IS1B),575540,3721
UP000032668,Acidocella aminolytica 101 = DSM 11237,1120923,3751
UP000148984,Influenza A virus (A/American green-winged teal/Ohio/13OS2070/2013(H6N7)),1473430,3
UP000001771,Vibrio phage VGJphi,223524,13
UP000178151,Actinobacteria bacterium RBG_16_64_13,1797200,2101
UP000177282,Candidatus Rokubacteria bacterium RIFCSPLOWO2_02_FULL_72_37,1802106,2183
UP000002236,Aeromonas phage phiAS5,879630,343
UP000010394,Enterobacterial phage mEp234,1147157,61
UP000034749,Candidatus Nomurabacteria bacterium GW2011_GWA2_40_9,1618734,669
UP000034176,Candidatus Gottesmanbacteria bacterium GW2011_GWA1_34_13,1618434,597
UP000073816,Algoriphagus sp. M8-2,1727163,3377
UP000070097,bacterium F083,1768114,3303
UP000053176,Rhizobium loti (Mesorhizobium loti),381,5898
UP000050997,Nitrospira bacterium SG8_35_4,1704025,2360
UP000034475,Parcubacteria group bacterium GW2011_GWA2_45_14,1618832,1230
UP000135454,Keystone virus,35514,4
UP000030416,Lysinibacillus manganicus DSM 26584,1384049,3553
UP000144687,Huangpi Tick Virus 1,1608047,3
UP000034626,Parcubacteria group bacterium GW2011_GWA2_38_13,1618811,1020
UP000077073,Microbacterium sp. HM58-2,1778770,3562
UP000000909,Synechococcus phage syn9,382359,226
UP000177989,Verrucomicrobia bacterium RIFCSPLOWO2_12_FULL_64_8,1802434,2215
UP000119141,Matruh virus,1678229,3
UP000010382,Pleurocapsa sp. PCC 7327,118163,4255
UP000008507,Varicella-zoster virus (strain Oka vaccine) (HHV-3) (Human herpesvirus 3),341980,1
UP000007167,Aeromonas phage phiAS7,1141132,51
UP000034238,Candidatus Levybacteria bacterium GW2011_GWB1_36_18,1618462,403
UP000006651,Escherichia phage phiV10,343516,55
UP000177918,Deltaproteobacteria bacterium RIFOXYC2_FULL_48_10,1797901,1803
UP000175708,Desulfuromonadales bacterium C00003093,1869308,2626
UP000158084,Torque teno midi virus,432261,4
UP000140180,Bovine papillomavirus type 6,10563,7
UP000032900,Geofilum rubicundum JCM 15548,1236989,4411
UP000177868,Candidatus Aminicenantes bacterium RBG_13_59_9,1797268,1893
UP000003148,Bradyrhizobiaceae bacterium SG-6C,709797,4236
UP000057790,Leptolyngbya sp. O-77,1080068,4814
UP000078540,Atta colombica,520822,14143
UP000029121,Capsella rubella,81985,28039
UP000178418,Omnitrophica bacterium RBG_13_46_9,1801818,1332
UP000160920,Rodent Torque teno virus 2,1514665,2
UP000000431,Chlamydia trachomatis (strain D/UW-3/Cx),272561,895
UP000001207,Bacillus phage phi29 (Bacteriophage phi-29),10756,27
UP000001721,Enterobacteria phage SP6 (Bacteriophage SP6),194966,52
UP000001539,Staphylococcus phage 3A,215167,67
UP000002254,Canis lupus familiaris (Dog) (Canis familiaris),9615,25489
UP000011786,Thrush coronavirus HKU12 (isolate Grey-backed thrush/Hong Kong/HKU12-600/2007) (ThCoV-HKU12) (Thrush coronavirus HKU12-600),572290,9
UP000006364,Acidianus filamentous virus 2 (isolate Italy/Pozzuoli) (AFV-2),654910,52
UP000008790,Psittacus erithacus timneh papillomavirus (isolate African grey parrot) (PePV),654917,6
UP000052112,Penicillium stoloniferum virus S,216371,2
UP000008333,Plasmodium vivax (strain Salvador I),126793,5389
UP000001677,Fiji disease virus (isolate Sugarcane) (FDV),648172,12
UP000007017,Sulfolobus islandicus filamentous virus (isolate Iceland/Hveragerdi) (SIFV),654908,73
UP000001675,Colorado tick fever virus (strain USA/Florio N-7180) (CTFV),648168,13
UP000177611,Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_60_19,1797894,3913
UP000175883,Francisella endosymbiont of Amblyomma maculatum,255919,1001
UP000002417,Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2),78245,4971
UP000076837,Didymella rabiei (Chickpea ascochyta blight fungus) (Mycosphaerella rabiei),5454,10558
UP000008743,Capsaspora owczarzaki (strain ATCC 30864),595528,9794
UP000010368,Lactobacillus phage phiAQ113,1206110,56
UP000010379,Synechococcus sp. (strain ATCC 27167 / PCC 6312),195253,3541
UP000016934,Cochliobolus sativus (strain ND90Pr / ATCC 201652) (Common root rot and spot blotch fungus) (Bipolaris sorokiniana),665912,12174
UP000008694,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),81972,32113
UP000006639,Midichloria mitochondrii (strain IricVA),696127,1181
UP000076744,Isaria fumosorosea ARSEF 2679,1081104,10050
UP000008080,Bdellovibrio bacteriovorus (strain ATCC 15356 / DSM 50701 / NCIB 9529 / HD100),264462,3583
UP000007799,Salpingoeca rosetta (strain ATCC 50818 / BSB-021),946362,11698
UP000010445,Corynebacterium durum F0235,1035195,2823
UP000016927,Nosema bombycis (strain CQ1 / CVCC 102059) (Microsporidian parasite) (Pebrine of silkworm),578461,4398
UP000001205,Borrelia turicatae (strain 91E135),314724,818
UP000011185,Trachipleistophora hominis (Microsporidian parasite),72359,3212
UP000180305,Chloroflexi bacterium RBG_13_52_14,1797628,897
UP000019760,Acidomonas methanolica NBRC 104435,1231351,3270
UP000010468,Natronobacterium gregoryi (strain ATCC 43098 / DSM 3393 / CCM 3738 / CIP 104747 / JCM 8860 / NBRC 102187 / NCIMB 2189 / SP2),797304,3624
UP000030040,Delftia phage RG-2014,1563661,89
UP000183376,Allokutzneria albata,211114,7717
UP000078397,Pochonia chlamydosporia 170,1380566,14835
UP000000438,Picrophilus torridus (strain ATCC 700027 / DSM 9790 / JCM 10055 / NBRC 100828),263820,1535
UP000007964,Lactobacillus phage JCL1032,37105,77
UP000010552,Pteropus alecto (Black flying fox),9402,19520
UP000010556,Myotis davidii (David's myotis),225400,15446
UP000029877,Actinotalea fermentans ATCC 43279 = JCM 9966 = DSM 3133,862422,3375
UP000006659,Corynebacterium variabile (strain DSM 44702 / JCM 12073 / NCIMB 30131) (Corynebacterium mooreparkense),858619,2972
UP000054352,Vogesella sp. EB,1526735,3143
UP000013521,Botryosphaeria parva (strain UCR-NP2) (Grapevine canker fungus) (Neofusicoccum parvum),1287680,10365
UP000001037,Pyrolobus fumarii (strain DSM 11204 / 1A),694429,1967
UP000008898,Zobellia galactanivorans (strain DSM 12802 / CCUG 47099 / CIP 106680 / NCIMB 13871 / Dsij),63186,4708
UP000009282,Glaciecola nitratireducens (strain JCM 12485 / KCTC 12276 / FR1064),1085623,3653
UP000051303,Noviherbaspirillum sp. Root189,1736487,5322
UP000053481,Anaerolineae bacterium 49_20,1641376,966
UP000094455,Pichia membranifaciens NRRL Y-2026,763406,5536
UP000183176,Deltaproteobacteria bacterium CG1_02_45_11,1805124,825
UP000184267,Trametes pubescens (White-rot fungus),154538,14147
UP000184486,Caedibacter sp. 37-49,1895735,1635
UP000002698,Natronomonas pharaonis (strain ATCC 35678 / DSM 2160 / CIP 103997 / NBRC 14720 / NCIMB 2260 / Gabara) (Halobacterium pharaonis),348780,2764
UP000030693,Fonticula alba,691883,6244
UP000014667,Lactococcus phage 340,1262533,58
UP000008257,Torque teno virus (isolate Human/Finland/Hel32/2002) (TTV) (Torque teno virus genotype 6),290650,6
UP000006793,Thermodesulfatator indicus (strain DSM 15286 / JCM 11887 / CIR29812),667014,2184
UP000011668,Thanatephorus cucumeris (strain AG1-IA) (Rice sheath blight fungus) (Rhizoctonia solani),983506,10482
UP000011835,Bifidobacterium thermophilum RBL67,1254439,1838
UP000032430,Legionella fallonii LLAP-10,1212491,3840
UP000005446,Glarea lozoyensis (strain ATCC 74030 / MF5533),1104152,7926
UP000008258,Torque teno virus (isolate Human/Germany/KAV/2001) (TTV),486276,3
UP000030204,Salmonella virus Stitch,1540099,165
UP000002051,Medicago truncatula (Barrel medic) (Medicago tribuloides),3880,57065
UP000007930,Hepatitis B virus genotype D subtype ayw (isolate France/Tiollais/1979) (HBV-D),490133,7
UP000005270,Thermogladius cellulolyticus (strain 1633),1184251,1414
UP000106311,Simian hemorrhagic fever virus (SHFV),38143,13
UP000006049,Aequorivita sublithincola (strain DSM 14238 / LMG 21431 / ACAM 643 / 9-3),746697,3134
UP000003019,Neisseria shayeganii 871,1032488,2530
UP000002633,Klebsiella phage KP34,674081,57
UP000012675,Enterococcus casseliflavus EC20,565655,3112
UP000029357,Clostridium phage phiCDHM13,1437363,50
UP000120250,Circoviridae 13 LDMD-2013,1379717,2
UP000002553,Mycoplasma phage MAV1,75590,15
UP000030905,Clostridium pasteurianum DSM 525 = ATCC 6013,1262449,3930
UP000000254,Staphylothermus marinus (strain ATCC 43588 / DSM 3639 / JCM 9404 / F1),399550,1570
UP000095005,Phenylobacterium sp. SCN 70-31,1660129,4522
UP000093592,Mycobacterium kyorinense,487514,4276
UP000001565,Orientia tsutsugamushi (strain Boryong) (Rickettsia tsutsugamushi),357244,966
UP000000565,Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) (Clostridium acetobutylicum),290402,5003
UP000031671,Vibrio ishigakensis,1481914,5867
UP000024375,Aphanomyces invadans,157072,19593
UP000011857,Streptococcus phage phi20c,1289595,54
UP000006382,Anaeromyxobacter sp. (strain Fw109-5),404589,4461
UP000008669,Streptomyce phage TG1,1204526,54
UP000000919,Staphylococcus phage 29,320846,75
UP000002408,Methanoregula boonei (strain DSM 21154 / JCM 14090 / 6A8),456442,2450
UP000002151,Clostridium virus phiC2,262071,82
UP000029353,Lelliottia phage phD2B,1542498,49
UP000008902,Mycobacterium phage Trixie,1071503,92
UP000092573,Paenibacillus yonginensis,1462996,4173
UP000006004,Gemella haemolysans ATCC 10379,546270,1709
UP000053012,Leucobacter sp. G161,663704,3093
UP000004507,Loktanella vestfoldensis SKA53,314232,3061
UP000010999,Pectobacterium phage phiTE,1116482,242
UP000050867,Streptomyces vitaminophilus,76728,5132
UP000031014,Bacillus selenatarsenatis SF-1,1321606,4894
UP000005622,Nematocida sp. 1 (strain ERTm2 / ATCC PRA-371) (Nematode killer fungus),944018,2769
UP000002168,Shewanella woodyi (strain ATCC 51908 / MS32),392500,4865
UP000001847,Leptospira biflexa serovar Patoc (strain Patoc 1 / ATCC 23582 / Paris),456481,3723
UP000031717,Mycobacterium phage Keshu,1567471,101
UP000027495,Vibrio phage phi-A318,1151014,46
UP000108467,Circoviridae 1 LDMD-2013,1379692,4
UP000001766,Lactococcus phage 4268,201847,49
UP000125387,Epizootic hemorrhagic disease virus,40054,10
UP000001736,Enterobacteria phage 2851,254397,75
UP000001031,Akkermansia muciniphila (strain ATCC BAA-835 / Muc),349741,2137
UP000002985,Candidatus Jettenia caeni,247490,3545
UP000001515,Synechococcus phage S-RSM4,555387,237
UP000014577,Dermabacter sp. HFH0086,1203568,2120
UP000001977,Bordetella avium (strain 197N),360910,3372
UP000000913,Stx2-converting phage 86,379329,81
UP000010365,Edwardsiella phage MSW-3,1264700,66
UP000001741,Acinetobacter baumannii (strain SDF),509170,2767
UP000003730,Bizionia argentinensis JUB59,1046627,3095
UP000136985,Human parainfluenza virus 4a,11224,7
UP000001820,Chelativorans sp. (strain BNC1),266779,4530
UP000014962,Winogradskyella psychrotolerans RS-3,641526,4023
UP000156401,Mytilus sp. clam associated circular virus,1692256,2
UP000171571,Lactate dehydrogenase-elevating virus (LDV),11048,6
UP000173515,Pacui virus,1538454,3
UP000176953,Planctomycetes bacterium RIFCSPLOWO2_02_FULL_50_16,1801981,1949
UP000008206,Cyanothece sp. (strain PCC 7822),497965,6559
UP000008204,Cyanothece sp. (strain PCC 8801) (Synechococcus sp. (strain PCC 8801 / RF-1)),41431,4335
UP000177377,Bacteroidetes bacterium GWE2_39_28,1797333,2163
UP000005167,endosymbiont of Tevnia jerichonana (vent Tica),1049564,3230
UP000008825,Geobacter bemidjiensis (strain Bem / ATCC BAA-1014 / DSM 16622),404380,4042
UP000015523,Sphingobium ummariense RL-3,1346791,4462
UP000015607,Alicyclobacillus acidoterrestris (strain ATCC 49025 / DSM 3922 / CIP 106132 / NCIMB 13137 / GD3B),1356854,4102
UP000015562,endosymbiont of unidentified scaly snail isolate Monju,1248727,2228
UP000177907,Candidatus Magasanikbacteria bacterium RIFOXYC2_FULL_42_28,1798704,1066
UP000018215,Clostridium chauvoei JF4335,1351755,2556
UP000015106,Triticum urartu (Red wild einkorn) (Crithodium urartu),4572,33313
UP000176613,Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_02_FULL_48_11,1801856,1698
UP000018231,Clostridium sp. CAG:349,1262797,1346
UP000177555,Candidatus Daviesbacteria bacterium RIFCSPHIGHO2_01_FULL_40_11,1797762,961
UP000177979,Candidatus Collierbacteria bacterium RIFCSPHIGHO2_01_FULL_50_25,1817722,759
UP000178744,Candidatus Colwellbacteria bacterium RIFCSPLOWO2_01_FULL_48_10,1797690,676
UP000178845,Candidatus Curtissbacteria bacterium RIFCSPLOWO2_02_FULL_40_13b,1797733,771
UP000003157,Coprobacillus sp. 29_1,469596,3839
UP000177720,Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_12_43_8,1798361,557
UP000018353,Prevotella sp. CAG:755,1262935,1936
UP000176215,Elusimicrobia bacterium GWA2_69_24,1797927,3332
UP000018370,Clostridium sp. CAG:571,1262822,1620
UP000178230,Candidatus Gottesmanbacteria bacterium RBG_13_37_7,1798369,626
UP000018381,Clostridium sp. CAG:813,1262843,1828
UP000178450,Candidatus Roizmanbacteria bacterium RIFOXYA1_FULL_41_12,1802082,892
UP000177338,Euryarchaeota archaeon RBG_16_68_12,1797981,1414
UP000176370,Gammaproteobacteria bacterium RIFCSPHIGHO2_12_38_15,1798273,1412
UP000000390,Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3),795797,3779
UP000183461,Ruminococcus flavefaciens,1265,2780
UP000018401,Clostridium sp. CAG:433,1262806,1308
UP000179974,Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_02_FULL_46_37,1801855,732
UP000179512,Chloroflexi bacterium RBG_16_60_22,1797656,1633
UP000177946,Candidatus Saccharibacteria bacterium RIFCSPHIGHO2_12_FULL_41_12,1802138,849
UP000162416,Small anellovirus 2,289367,5
UP000161430,Rhesus cytomegalovirus (strain 68-1) (RhCMV),103930,223
UP000004830,Collinsella tanakaei YIT 12063,742742,2204
UP000151871,Palaemonetes sp. common grass shrimp associated circular virus,1692259,2
UP000018542,Hyphomicrobium nitrativorans NL23,1029756,3330
UP000000335,Salmonella phage Vi06,866889,47
UP000051398,candidate division Zixibacteria bacterium SM23_73_3,1703427,1494
UP000094501,Methyloceanibacter methanicus,1774968,2710
UP000018721,Phytophthora parasitica P1569,1317065,26477
UP000054116,Cariama cristata (Red-legged seriema),54380,8694
UP000018680,Salinispira pacifica,1307761,3350
UP000019028,Sodalis praecaptivus,1239307,4281
UP000028601,Massilia sp. LC238,1502852,5096
UP000028600,Kluyvera ascorbata ATCC 33433,1006000,4651
UP000009014,Burkholderia virus Bcepmigl,1195073,75
UP000018817,Phytophthora parasitica (strain INRA-310),761204,26438
UP000178800,Ignavibacteria bacterium GWB2_35_6b,1798424,2009
UP000002158,Lactococcus phage asccphi28,503388,28
UP000019030,Chania multitudinisentens RB-25,1441930,4521
UP000001189,Equine herpesvirus 1 (strain Ab4p) (EHV-1) (Equine abortion virus),31520,75
UP000019150,Nocardia nova SH22a,1415166,7577
UP000166452,Recombinant vesicular stomatitis Indiana virus rVSV-G/GFP,582817,6
UP000008727,Aeromonas virus 65,260149,437
UP000006565,Methanolacinia petrolearia (strain DSM 11571 / OCM 486 / SEBR 4847) (Methanoplanus petrolearius),679926,2779
UP000032368,Mastigocladus laminosus UU774,1594576,5930
UP000008518,Mycobacterium phage Larva,1056831,97
UP000019205,Congregibacter litoralis KT71,314285,3868
UP000019222,Corynebacterium vitaeruminis DSM 20294,1224164,2565
UP000097718,Pygoscelis adeliae papillomavirus 1,1480065,7
UP000092483,Yangia sp. CCB-MM3,1792508,4896
UP000006533,Cyanophage NATL2A-133,445692,62
UP000029247,Corynebacterium sp. ATCC 6931,1487956,2105
UP000001245,Actinoplanes phage phiAsp2,279303,76
UP000030735,Clostridium phage phiCD506,1582155,53
UP000019246,Listeria aquatica FSL S10-1188,1265818,2705
UP000033301,Staphylococcus phage B166,1636204,64
UP000019265,Spiroplasma sabaudiense Ar-1343,1276257,924
UP000153628,Betacoronavirus HKU24,1590370,10
UP000018631,Mycobacterium phage Zaka,1391433,101
UP000019279,Halomonas sp. BC04,1403540,6235
UP000019335,Nannochloropsis gaditana,72520,10819
UP000015095,Brevibacillus phage Davies,1296662,94
UP000019754,Brachybacterium muris UCD-AY4,1249481,2806
UP000010803,Klebsiella phage JD001,1236000,68
UP000009001,Burkholderia phage KL1,1132026,55
UP000007287,Flavobacterium sp. (strain CF136),1144313,4319
UP000106396,Avon-Heathcote Estuary associated circular virus 19,1618242,2
UP000125737,Pacific flying fox faeces associated gemycircularvirus-10,1795989,3
UP000002909,Yersinia phage phiR1-RT,1206558,262
UP000165221,Avon-Heathcote Estuary associated circular virus 22,1618246,2
UP000007216,Simian foamy virus type 1 (SFVmac) (SFV-1),338478,5
UP000002749,Pasteurella multocida subsp. multocida str. Anand1_cattle,1032867,3590
UP000092932,Altererythrobacter dongtanensis,692370,2897
UP000002975,Fusobacterium gonidiaformans 3-1-5R,469605,1890
UP000003947,Microvirga lotononidis,864069,6918
UP000162055,Bos taurus papillomavirus 20,1887218,7
UP000054821,Trichoderma gamsii,398673,10943
UP000003970,Streptomyces sp. AA4,591158,8394
UP000110985,Human papillomavirus 204,1650736,7
UP000125071,Maize fine streak nucleorhabdovirus,209854,7
UP000065807,Limnochorda pilosa,1555112,3599
UP000008871,Alcanivorax borkumensis (strain ATCC 700651 / DSM 11573 / NCIMB 13689 / SK2),393595,2752
UP000022141,Candidatus Accumulibacter sp. BA-93,1454004,4038
UP000006512,Asticcacaulis biprosthecum C19,715226,4712
UP000018208,Spironucleus salmonicida,348837,8098
UP000030982,Sinomonas humi,1338436,3444
UP000004674,Burkholderiales bacterium JOSHI_001,864051,4891
